AGE_GROUP,GENDER,EDUCATION,EMPLOYMENT_STATUS,TELECOM_COMPANY,REASON_FOR_CHOOSING,DURATION_WITH_COMPANY,PLAN _TYPE,MONTHLY_CHARGES,CHURN,CHURN_REASON_NETWORK_COVERAGE,CHURN_REASON_CUSTOMER_SERVICE,CHURN_REASON_PRICING,CHURN_LIKELIHOOD,MONTHLY_CHARGES_NUMERIC,GENDER_NUMERIC,AGE_GROUP_NUMERIC
25-34,FEMALE,NO EDUCATION,EMPLOYED PART-TIME,GLO,CUSTOMER SERVICE,6-12 months,BOTH,GHS 101-200,YES,TRUE,TRUE,FALSE,3,4,2,3
25-34,FEMALE,NO EDUCATION,EMPLOYED PART-TIME,GLO,CUSTOMER SERVICE,6-12 months,BOTH,GHS 101-200,YES,TRUE,TRUE,FALSE,3,4,2,3
25-34,FEMALE,NO EDUCATION,EMPLOYED PART-TIME,GLO,CUSTOMER SERVICE,6-12 months,BOTH,GHS 101-200,YES,TRUE,TRUE,FALSE,3,4,2,3
25-34,MALE,NO EDUCATION,EMPLOYED PART-TIME,GLO,CUSTOMER SERVICE,6-12 months,BOTH,GHS 101-200,NO,TRUE,TRUE,FALSE,3,4,2,3
25-34,MALE,NO EDUCATION,EMPLOYED PART-TIME,GLO,CUSTOMER SERVICE,6-12 months,BOTH,GHS 101-200,NO,TRUE,TRUE,FALSE,3,4,2,3
25-34,MALE,NO EDUCATION,EMPLOYED PART-TIME,GLO,CUSTOMER SERVICE,6-12 months,BOTH,GHS 101-200,NO,TRUE,TRUE,FALSE,3,4,2,3
25-34,MALE,NO EDUCATION,EMPLOYED PART-TIME,GLO,CUSTOMER SERVICE,6-12 months,BOTH,GHS 101-200,NO,TRUE,TRUE,FALSE,3,4,2,3
25-34,MALE,NO EDUCATION,EMPLOYED PART-TIME,GLO,CUSTOMER SERVICE,6-12 months,BOTH,GHS 101-200,NO,TRUE,TRUE,FALSE,3,4,2,3
25-34,MALE,NO EDUCATION,EMPLOYED PART-TIME,GLO,CUSTOMER SERVICE,6-12 months,BOTH,GHS 101-200,NO,TRUE,TRUE,FALSE,3,4,2,3
25-34,MALE,NO EDUCATION,EMPLOYED PART-TIME,GLO,CUSTOMER SERVICE,6-12 months,BOTH,GHS 101-200,NO,TRUE,TRUE,FALSE,3,4,2,3
25-34,MALE,NO EDUCATION,EMPLOYED PART-TIME,GLO,CUSTOMER SERVICE,6-12 months,BOTH,GHS 101-200,NO,TRUE,TRUE,FALSE,3,4,2,3
25-34,MALE,NO EDUCATION,EMPLOYED PART-TIME,GLO,CUSTOMER SERVICE,6-12 months,BOTH,GHS 101-200,NO,TRUE,TRUE,FALSE,3,4,2,3
25-34,MALE,NO EDUCATION,EMPLOYED PART-TIME,GLO,CUSTOMER SERVICE,6-12 months,BOTH,GHS 101-200,NO,TRUE,TRUE,FALSE,3,4,2,3
25-34,MALE,NO EDUCATION,EMPLOYED PART-TIME,GLO,CUSTOMER SERVICE,6-12 months,BOTH,GHS 101-200,NO,TRUE,TRUE,FALSE,3,4,2,3
25-34,MALE,NO EDUCATION,EMPLOYED PART-TIME,GLO,CUSTOMER SERVICE,6-12 months,BOTH,GHS 101-200,NO,TRUE,TRUE,FALSE,3,4,2,3
25-34,MALE,NO EDUCATION,EMPLOYED PART-TIME,GLO,CUSTOMER SERVICE,6-12 months,BOTH,GHS 101-200,NO,TRUE,TRUE,FALSE,3,4,2,3
25-34,MALE,NO EDUCATION,EMPLOYED PART-TIME,GLO,CUSTOMER SERVICE,6-12 months,BOTH,GHS 101-200,NO,TRUE,TRUE,FALSE,3,4,2,3
25-34,MALE,NO EDUCATION,EMPLOYED PART-TIME,GLO,CUSTOMER SERVICE,6-12 months,BOTH,GHS 101-200,NO,TRUE,TRUE,FALSE,3,4,2,3
25-34,MALE,NO EDUCATION,EMPLOYED PART-TIME,GLO,CUSTOMER SERVICE,6-12 months,BOTH,GHS 101-200,NO,TRUE,TRUE,FALSE,3,4,2,3
25-34,MALE,NO EDUCATION,EMPLOYED PART-TIME,GLO,CUSTOMER SERVICE,6-12 months,BOTH,GHS 101-200,NO,TRUE,TRUE,FALSE,3,4,2,3
25-34,MALE,NO EDUCATION,EMPLOYED PART-TIME,GLO,CUSTOMER SERVICE,6-12 months,BOTH,GHS 101-200,NO,TRUE,TRUE,FALSE,3,4,2,3
25-34,MALE,NO EDUCATION,EMPLOYED PART-TIME,GLO,CUSTOMER SERVICE,6-12 months,BOTH,GHS 101-200,NO,TRUE,TRUE,FALSE,3,4,2,3
25-34,MALE,NO EDUCATION,EMPLOYED PART-TIME,GLO,CUSTOMER SERVICE,6-12 months,BOTH,GHS 101-200,NO,TRUE,TRUE,FALSE,3,4,2,3
25-34,MALE,NO EDUCATION,EMPLOYED PART-TIME,GLO,CUSTOMER SERVICE,6-12 months,BOTH,GHS 101-200,NO,TRUE,TRUE,FALSE,3,4,2,3
25-34,MALE,NO EDUCATION,EMPLOYED PART-TIME,GLO,CUSTOMER SERVICE,6-12 months,BOTH,GHS 101-200,NO,TRUE,TRUE,FALSE,3,4,2,3
25-34,MALE,NO EDUCATION,EMPLOYED PART-TIME,GLO,CUSTOMER SERVICE,6-12 months,BOTH,GHS 101-200,NO,TRUE,FALSE,FALSE,3,4,2,3
25-34,MALE,NO EDUCATION,EMPLOYED PART-TIME,GLO,CUSTOMER SERVICE,6-12 months,BOTH,GHS 101-200,NO,TRUE,FALSE,FALSE,3,4,2,3
25-34,MALE,NO EDUCATION,EMPLOYED PART-TIME,GLO,CUSTOMER SERVICE,6-12 months,BOTH,GHS 101-200,NO,TRUE,FALSE,FALSE,3,4,2,3
25-34,MALE,NO EDUCATION,EMPLOYED PART-TIME,GLO,CUSTOMER SERVICE,6-12 months,BOTH,GHS 101-200,NO,TRUE,FALSE,FALSE,3,4,2,3
25-34,MALE,NO EDUCATION,EMPLOYED PART-TIME,GLO,CUSTOMER SERVICE,6-12 months,BOTH,GHS 101-200,NO,TRUE,FALSE,FALSE,3,4,2,3
25-34,MALE,NO EDUCATION,EMPLOYED PART-TIME,GLO,CUSTOMER SERVICE,6-12 months,BOTH,GHS 101-200,NO,TRUE,FALSE,FALSE,3,4,2,3
25-34,MALE,NO EDUCATION,EMPLOYED PART-TIME,GLO,CUSTOMER SERVICE,6-12 months,BOTH,GHS 101-200,NO,TRUE,FALSE,FALSE,3,4,2,3
25-34,MALE,NO EDUCATION,EMPLOYED PART-TIME,GLO,CUSTOMER SERVICE,6-12 months,BOTH,GHS 101-200,NO,TRUE,FALSE,FALSE,3,4,2,3
25-34,MALE,NO EDUCATION,EMPLOYED PART-TIME,GLO,CUSTOMER SERVICE,6-12 months,BOTH,GHS 101-200,NO,TRUE,FALSE,FALSE,3,4,2,3
25-34,MALE,NO EDUCATION,EMPLOYED PART-TIME,GLO,CUSTOMER SERVICE,6-12 months,BOTH,GHS 101-200,NO,TRUE,FALSE,FALSE,3,4,2,3
25-34,MALE,NO EDUCATION,EMPLOYED PART-TIME,GLO,CUSTOMER SERVICE,6-12 months,BOTH,GHS 101-200,NO,TRUE,FALSE,FALSE,3,4,2,3
45-54,PREFER NOT TO SAY,PRIMARY SCHOOL,STUDENT,MTN,PREFER NOT TO SAY,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,4,2,3
45-54,PREFER NOT TO SAY,PRIMARY SCHOOL,STUDENT,MTN,PREFER NOT TO SAY,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,4,2,3
45-54,PREFER NOT TO SAY,PRIMARY SCHOOL,STUDENT,MTN,PREFER NOT TO SAY,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,4,2,3
45-54,PREFER NOT TO SAY,PRIMARY SCHOOL,STUDENT,MTN,PREFER NOT TO SAY,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,2,3
45-54,PREFER NOT TO SAY,PRIMARY SCHOOL,STUDENT,MTN,PREFER NOT TO SAY,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,2,3
45-54,PREFER NOT TO SAY,PRIMARY SCHOOL,STUDENT,MTN,PREFER NOT TO SAY,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,2,3
45-54,PREFER NOT TO SAY,PRIMARY SCHOOL,STUDENT,MTN,PREFER NOT TO SAY,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,2,3
45-54,PREFER NOT TO SAY,PRIMARY SCHOOL,STUDENT,MTN,PREFER NOT TO SAY,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,2,3
45-54,PREFER NOT TO SAY,PRIMARY SCHOOL,STUDENT,MTN,PREFER NOT TO SAY,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,2,3
45-54,PREFER NOT TO SAY,PRIMARY SCHOOL,STUDENT,MTN,PREFER NOT TO SAY,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,2,3
45-54,PREFER NOT TO SAY,PRIMARY SCHOOL,STUDENT,MTN,PREFER NOT TO SAY,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,2,3
45-54,PREFER NOT TO SAY,PRIMARY SCHOOL,STUDENT,MTN,PREFER NOT TO SAY,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,2,3
45-54,PREFER NOT TO SAY,PRIMARY SCHOOL,STUDENT,MTN,PREFER NOT TO SAY,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,2,3
45-54,PREFER NOT TO SAY,PRIMARY SCHOOL,STUDENT,MTN,PREFER NOT TO SAY,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,2,3
45-54,PREFER NOT TO SAY,PRIMARY SCHOOL,STUDENT,MTN,PREFER NOT TO SAY,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,2,3
45-54,PREFER NOT TO SAY,PRIMARY SCHOOL,STUDENT,MTN,PREFER NOT TO SAY,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,2,3
45-54,PREFER NOT TO SAY,PRIMARY SCHOOL,STUDENT,MTN,PREFER NOT TO SAY,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,2,3
45-54,PREFER NOT TO SAY,PRIMARY SCHOOL,STUDENT,MTN,PREFER NOT TO SAY,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,2,3
45-54,PREFER NOT TO SAY,PRIMARY SCHOOL,STUDENT,MTN,PREFER NOT TO SAY,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,2,3
45-54,PREFER NOT TO SAY,PRIMARY SCHOOL,STUDENT,MTN,PREFER NOT TO SAY,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,2,3
45-54,PREFER NOT TO SAY,PRIMARY SCHOOL,STUDENT,MTN,PREFER NOT TO SAY,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,2,3
45-54,PREFER NOT TO SAY,PRIMARY SCHOOL,STUDENT,MTN,PREFER NOT TO SAY,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,2,3
45-54,PREFER NOT TO SAY,PRIMARY SCHOOL,STUDENT,MTN,PREFER NOT TO SAY,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,2,3
45-54,PREFER NOT TO SAY,PRIMARY SCHOOL,STUDENT,MTN,PREFER NOT TO SAY,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,2,3
45-54,PREFER NOT TO SAY,PRIMARY SCHOOL,STUDENT,MTN,PREFER NOT TO SAY,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,2,3
45-54,PREFER NOT TO SAY,PRIMARY SCHOOL,STUDENT,MTN,PREFER NOT TO SAY,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,2,3
45-54,PREFER NOT TO SAY,PRIMARY SCHOOL,STUDENT,MTN,PREFER NOT TO SAY,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,2,3
45-54,PREFER NOT TO SAY,PRIMARY SCHOOL,STUDENT,MTN,PREFER NOT TO SAY,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,2,3
45-54,PREFER NOT TO SAY,PRIMARY SCHOOL,STUDENT,MTN,PREFER NOT TO SAY,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,2,3
45-54,PREFER NOT TO SAY,PRIMARY SCHOOL,STUDENT,MTN,PREFER NOT TO SAY,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,2,3
45-54,PREFER NOT TO SAY,PRIMARY SCHOOL,STUDENT,MTN,PREFER NOT TO SAY,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,2,3
45-54,PREFER NOT TO SAY,PRIMARY SCHOOL,STUDENT,MTN,PREFER NOT TO SAY,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,2,3
45-54,PREFER NOT TO SAY,PRIMARY SCHOOL,STUDENT,MTN,PREFER NOT TO SAY,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,2,3
45-54,PREFER NOT TO SAY,PRIMARY SCHOOL,STUDENT,MTN,PREFER NOT TO SAY,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,2,3
45-54,PREFER NOT TO SAY,PRIMARY SCHOOL,STUDENT,MTN,PREFER NOT TO SAY,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,2,3
45-54,PREFER NOT TO SAY,PRIMARY SCHOOL,STUDENT,MTN,PREFER NOT TO SAY,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,3,3
45-54,PREFER NOT TO SAY,PRIMARY SCHOOL,STUDENT,MTN,PREFER NOT TO SAY,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,3,3
45-54,PREFER NOT TO SAY,PRIMARY SCHOOL,STUDENT,MTN,PREFER NOT TO SAY,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,3,3
45-54,PREFER NOT TO SAY,PRIMARY SCHOOL,STUDENT,MTN,PREFER NOT TO SAY,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,3,3
45-54,PREFER NOT TO SAY,PRIMARY SCHOOL,STUDENT,MTN,PREFER NOT TO SAY,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,3,3
45-54,PREFER NOT TO SAY,PRIMARY SCHOOL,STUDENT,MTN,PREFER NOT TO SAY,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,3,3
45-54,PREFER NOT TO SAY,PRIMARY SCHOOL,STUDENT,MTN,PREFER NOT TO SAY,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,3,3
45-54,PREFER NOT TO SAY,PRIMARY SCHOOL,STUDENT,MTN,PREFER NOT TO SAY,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,3,3
45-54,PREFER NOT TO SAY,PRIMARY SCHOOL,STUDENT,MTN,PREFER NOT TO SAY,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,3,3
45-54,PREFER NOT TO SAY,PRIMARY SCHOOL,STUDENT,MTN,PREFER NOT TO SAY,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,3,3
45-54,PREFER NOT TO SAY,PRIMARY SCHOOL,STUDENT,MTN,PREFER NOT TO SAY,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,3,3
45-54,PREFER NOT TO SAY,PRIMARY SCHOOL,STUDENT,MTN,PREFER NOT TO SAY,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,3,3
45-54,PREFER NOT TO SAY,PRIMARY SCHOOL,STUDENT,MTN,PREFER NOT TO SAY,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,3,3
45-54,PREFER NOT TO SAY,PRIMARY SCHOOL,STUDENT,MTN,PREFER NOT TO SAY,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,3,3
45-54,PREFER NOT TO SAY,PRIMARY SCHOOL,STUDENT,MTN,PREFER NOT TO SAY,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,3,3
45-54,PREFER NOT TO SAY,PRIMARY SCHOOL,STUDENT,MTN,PREFER NOT TO SAY,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,3,3
45-54,PREFER NOT TO SAY,PRIMARY SCHOOL,STUDENT,MTN,PREFER NOT TO SAY,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,3,3
45-54,PREFER NOT TO SAY,PRIMARY SCHOOL,STUDENT,MTN,PREFER NOT TO SAY,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,3,3
45-54,PREFER NOT TO SAY,PRIMARY SCHOOL,STUDENT,MTN,PREFER NOT TO SAY,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,3,3
45-54,PREFER NOT TO SAY,PRIMARY SCHOOL,STUDENT,MTN,PREFER NOT TO SAY,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,3,3
45-54,PREFER NOT TO SAY,PRIMARY SCHOOL,STUDENT,MTN,PREFER NOT TO SAY,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,3,3
45-54,PREFER NOT TO SAY,PRIMARY SCHOOL,STUDENT,MTN,PREFER NOT TO SAY,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,3,3
45-54,PREFER NOT TO SAY,PRIMARY SCHOOL,STUDENT,MTN,PREFER NOT TO SAY,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,3,3
45-54,PREFER NOT TO SAY,PRIMARY SCHOOL,STUDENT,MTN,PREFER NOT TO SAY,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,3,3
45-54,PREFER NOT TO SAY,PRIMARY SCHOOL,STUDENT,MTN,PREFER NOT TO SAY,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,3,3
45-54,PREFER NOT TO SAY,PRIMARY SCHOOL,STUDENT,MTN,PREFER NOT TO SAY,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,3,3
45-54,PREFER NOT TO SAY,PRIMARY SCHOOL,STUDENT,MTN,PREFER NOT TO SAY,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,3,3
45-54,PREFER NOT TO SAY,PRIMARY SCHOOL,STUDENT,MTN,PREFER NOT TO SAY,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,3,3
45-54,PREFER NOT TO SAY,PRIMARY SCHOOL,STUDENT,MTN,PREFER NOT TO SAY,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,3,3
45-54,PREFER NOT TO SAY,PRIMARY SCHOOL,STUDENT,MTN,PREFER NOT TO SAY,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,3,3
45-54,PREFER NOT TO SAY,PRIMARY SCHOOL,STUDENT,MTN,PREFER NOT TO SAY,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,3,3
45-54,PREFER NOT TO SAY,PRIMARY SCHOOL,STUDENT,MTN,PREFER NOT TO SAY,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,3,3
45-54,PREFER NOT TO SAY,PRIMARY SCHOOL,STUDENT,MTN,PREFER NOT TO SAY,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,3,3
45-54,PREFER NOT TO SAY,PRIMARY SCHOOL,STUDENT,MTN,PREFER NOT TO SAY,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,3,3
45-54,PREFER NOT TO SAY,PRIMARY SCHOOL,STUDENT,MTN,PREFER NOT TO SAY,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,3,3
45-54,PREFER NOT TO SAY,PRIMARY SCHOOL,STUDENT,MTN,PREFER NOT TO SAY,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,3,3
45-54,PREFER NOT TO SAY,PRIMARY SCHOOL,STUDENT,MTN,PREFER NOT TO SAY,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,3,3
45-54,PREFER NOT TO SAY,PRIMARY SCHOOL,STUDENT,MTN,PREFER NOT TO SAY,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,3,3
45-54,PREFER NOT TO SAY,PRIMARY SCHOOL,STUDENT,MTN,PREFER NOT TO SAY,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,3,3
45-54,PREFER NOT TO SAY,PRIMARY SCHOOL,STUDENT,MTN,PREFER NOT TO SAY,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,3,3
45-54,PREFER NOT TO SAY,PRIMARY SCHOOL,STUDENT,MTN,PREFER NOT TO SAY,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,3,3
45-54,PREFER NOT TO SAY,PRIMARY SCHOOL,STUDENT,MTN,PREFER NOT TO SAY,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,3,3
45-54,TRANSGENDER,PRIMARY SCHOOL,STUDENT,MTN,PREFER NOT TO SAY,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,3,3
45-54,TRANSGENDER,PRIMARY SCHOOL,STUDENT,MTN,PREFER NOT TO SAY,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,3,3
45-54,TRANSGENDER,PRIMARY SCHOOL,STUDENT,MTN,PREFER NOT TO SAY,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,3,3
45-54,TRANSGENDER,PRIMARY SCHOOL,STUDENT,MTN,PREFER NOT TO SAY,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,3,3
45-54,TRANSGENDER,PRIMARY SCHOOL,STUDENT,MTN,PRICING,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,3,3
45-54,TRANSGENDER,PRIMARY SCHOOL,STUDENT,MTN,PRICING,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,3,3
45-54,TRANSGENDER,PRIMARY SCHOOL,STUDENT,MTN,PRICING,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,3,3
45-54,TRANSGENDER,PRIMARY SCHOOL,STUDENT,MTN,PRICING,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,3,3
45-54,TRANSGENDER,PRIMARY SCHOOL,STUDENT,MTN,PRICING,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,3,3
45-54,TRANSGENDER,PRIMARY SCHOOL,STUDENT,MTN,PRICING,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,3,3
45-54,TRANSGENDER,PRIMARY SCHOOL,STUDENT,MTN,PRICING,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,3,3
45-54,TRANSGENDER,PRIMARY SCHOOL,STUDENT,MTN,PRICING,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,3,3
45-54,TRANSGENDER,PRIMARY SCHOOL,STUDENT,MTN,PRICING,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,3,3
45-54,TRANSGENDER,PRIMARY SCHOOL,STUDENT,MTN,PRICING,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,3,3
45-54,TRANSGENDER,PRIMARY SCHOOL,STUDENT,MTN,PRICING,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,3,3
45-54,TRANSGENDER,PRIMARY SCHOOL,STUDENT,MTN,PRICING,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,3,3
45-54,TRANSGENDER,PRIMARY SCHOOL,STUDENT,MTN,PRICING,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,3,3
45-54,TRANSGENDER,PRIMARY SCHOOL,STUDENT,MTN,PRICING,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,3,3
45-54,TRANSGENDER,PRIMARY SCHOOL,STUDENT,MTN,PRICING,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,3,3
45-54,TRANSGENDER,PRIMARY SCHOOL,STUDENT,MTN,PRICING,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,3,3
45-54,TRANSGENDER,PRIMARY SCHOOL,STUDENT,MTN,PRICING,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,3,3
45-54,TRANSGENDER,PRIMARY SCHOOL,STUDENT,MTN,PRICING,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,3,3
45-54,TRANSGENDER,PRIMARY SCHOOL,STUDENT,MTN,PRICING,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,3,3
45-54,TRANSGENDER,PRIMARY SCHOOL,STUDENT,MTN,PRICING,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,3,3
45-54,TRANSGENDER,PRIMARY SCHOOL,STUDENT,MTN,PRICING,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,3,3
45-54,TRANSGENDER,PRIMARY SCHOOL,STUDENT,MTN,PRICING,3-4 years,PREPAID,MORE THAN GHS 400,NO,FALSE,FALSE,FALSE,3,5,3,3
